author id,created at,geo,id,lang,tweet,sentiment value
1173504476,2020-03-11 00:12:03+00:00,00a4bbcc0dcd7572,1237531698759254016,en,SO to coronavirus for giving me a longer spring break  ,0.34
2363436115,2020-03-10 23:34:17+00:00,01a9a39529b27f36,1237522194831257600,en,What questions do you have for  about their coronavirus preparation plans DM me ,0.0
742069394084233217,2020-03-10 23:28:14+00:00,3df4f427b5a60fea,1237520671594278914,en,TAMU be cancelling all large gatherings to prevent coronavirus but not classes Is my 250 person math lecture not a large gathering ,-0.09
2530016028,2020-03-10 20:43:58+00:00,9ce0f1d2eb5998ce,1237479330097377281,en,Keep up with  campus updates at March 10 2020 320pm Texas AampM Classes Resume On March 18 FacultyStaff As Planned On March 16,0.0
2225315582,2020-03-10 01:33:42+00:00,1d9a5370a355ab0c,1237189858319368192,en,   no go to class this virus isnt a big deal,-0.296
366216505,2020-03-09 21:58:46+00:00,c3f37afa9efcf94b,1237135767220166656,en,This threadThe policy updates come as the Texas Department of State Health Services reports12 confirmed cases of coronavirusin Fort Bend and Harris counties as of 10 am March 9 ,0.0
752270864,2020-03-07 02:36:27+00:00,e0060cda70f5f341,1236118485299851269,en, None of yall bring back Coronavirus on God,0.2732
1098739322558337025,2020-03-05 20:51:43+00:00,bdd24fa1c8fe4b6a,1235669341036834819,en,So Texas AampM not letting people go on they study abroad trips because of this Corona virus THIS SHIT IS GHETTO,-0.6523
1161372464,2020-03-05 17:25:07+00:00,37d88f13e7a85f14,1235617350516215810,en, Patient has recent travel history to Washington state and Texas Press conference scheduled for 10 am   ,0.0
31969340,2020-04-29 23:38:02+00:00,07d9f39519484000,1255642528008810497,en,THIS JUST IN EXCLUSIVE AampM Maroon Masks now available A MUST HAVE for Aggies anywhere BTHO Coronavirus in your favorite Maroon and White Style     ,0.6408
4809361334,2020-04-29 21:19:06+00:00,e0060cda70f5f341,1255607566782078976,en,Texas AampM wants to run human coronavirus tests in animal labs  The Texas Tribune ,0.0
2191222536,2020-04-28 17:24:30+00:00,8193d87541f11dfb,1255186139624988672,en,Thanks  amp  for letting me share some of the deepest parts of my heart about what being in the ICU has been like for doctors in  hot spots We care so much     ,0.8689
2191222536,2020-04-27 02:03:20+00:00,8193d87541f11dfb,1254591931562299392,en,Fightin Texas Aggies amp Fighting Illini Fighting     ,-0.6124
377751000,2020-04-26 19:31:15+00:00,6e315e1f96e0450a,1254493262766882817,en,    Texas AampM scientist believes COVID19 will return like the flu,-0.0258
882666571470180353,2020-04-24 18:32:46+00:00,42e46bc3663a4b5f,1253753768388300800,en,My thanks to the Fort Worth AampM Club for the honor of speaking at our Fort Worth  ceremony this week And lets definitely  Coronavirus   ,0.891
1449927768,2020-04-24 18:02:59+00:00,d6bbfe2356aebaab,1253746272948928513,en,If you had to sacrifice one College Football Team to end Coronavirus right now which one would it be and why Texas AampM,0.0
19732744,2020-04-24 17:46:54+00:00,2c0346ba4b733e24,1253742224543813635,en,Texas AampM publication identifies federal COVID19 relief most applicable to agricultural producers,0.4767
351187527,2020-04-23 19:30:25+00:00,00a4bbcc0dcd7572,1253405889836580865,en,Professor Heidi Campbell presents The Distanced Church Reflections on Doing Church Online in which she considers how  changes during a global pandemic ,0.0
461690872,2020-04-23 18:58:50+00:00,a3d770a00f15bcb1,1253397941575974912,en,We are currently conducting relative to current COVID19 guidelines a research study in the Corpus Christi area in the Exercise Physiology and Biochemistry Lab at Texas AampM University  ,0.0
